Category;Description;Nutrient Data Bank Number;Data,Alpha Carotene;Data,Ash;Data,Beta Carotene;Data,Beta Cryptoxanthin;Data,Carbohydrate;Data,Cholesterol;Data,Choline;Data,Fiber;Data,Kilocalories;Data,Lutein and Zeaxanthin;Data,Lycopene;Data,Manganese;Data,Niacin;Data,Pantothenic Acid;Data,Protein;Data,Refuse Percentage;Data,Retinol;Data,Riboflavin;Data,Selenium;Data,Sugar Total;Data,Thiamin;Data,Water;Data,Fat,Monosaturated Fat;Data,Fat,Polysaturated Fat;Data,Fat,Saturated Fat;Data,Fat,Total Lipid;Data,Household Weights,1st Household Weight;Data,Household Weights,1st Household Weight Description;Data,Household Weights,2nd Household Weight;Data,Household Weights,2nd Household Weight Description;Data,Major Minerals,Calcium;Data,Major Minerals,Copper;Data,Major Minerals,Iron;Data,Major Minerals,Magnesium;Data,Major Minerals,Phosphorus;Data,Major Minerals,Potassium;Data,Major Minerals,Sodium;Data,Major Minerals,Zinc;Data,Vitamins,Vitamin A - IU;Data,Vitamins,Vitamin A - RAE;Data,Vitamins,Vitamin B12;Data,Vitamins,Vitamin B6;Data,Vitamins,Vitamin C;Data,Vitamins,Vitamin E;Data,Vitamins,Vitamin K
CRAB;CRAB,QUEEN,CKD,MOIST HEAT;15227,00;0,00;0,12;0,00;0,00;0,00;71,00;0,00;0,00;115,00;0,00;0,00;0,04;2885,00;0,28;1,01;0,00;52,00;0,17;1,84;0,00;0,10;3,13;0,23;0,04;0,13;0,08;3,54;3 oz;0,00;;33,00;0,43;0,14;63,00;128,00;200,00;691,00;0,17;173,00;52,00;0,44;0,12;0,29;0,00;0,00
SPINY LOBSTER;SPINY LOBSTER,MXD SP,CKD,MOIST HEAT;15228,00;0,00;0,10;0,00;0,00;0,13;90,00;0,00;0,00;143,00;0,00;0,00;0,02;4898,00;0,28;1,11;0,00;6,00;0,06;2,46;0,00;0,01;66,76;0,25;0,53;0,21;0,11;6,79;1 lobster;85,00;3 oz;63,00;0,29;0,07;51,00;229,00;208,00;227,00;0,31;20,00;6,00;0,17;0,12;0,08;0,00;0,00
CUTTLEFISH;CUTTLEFISH,MXD SP,CKD,MOIST HEAT;15229,00;0,00;0,15;0,00;0,00;0,09;224,00;0,00;0,00;158,00;0,00;0,00;0,15;2189,00;0,01;1,37;0,00;203,00;1729,00;3,71;0,00;0,02;2,55;0,11;0,19;0,16;0,04;3,54;3 oz;0,00;;180,00;0,69;0,48;60,00;580,00;637,00;744,00;0,16;675,00;203,00;0,21;0,02;0,34;0,00;0,00
OCTOPUS;OCTOPUS,COMMON,CKD,MOIST HEAT;15230,00;0,00;0,13;0,00;0,00;0,17;96,00;81,00;0,00;164,00;0,00;0,00;0,05;0,18;0,01;29,82;0,00;90,00;0,08;3,71;0,00;0,06;2,50;0,23;0,33;0,31;0,09;3,54;3 oz;0,00;;106,00;0,51;0,41;60,00;279,00;630,00;460,00;0,15;300,00;90,00;1,50;0,45;0,33;0,04;0,00
OYSTER;OYSTER,PACIFIC,CKD,MOIST HEAT;15231,00;0,00;0,12;0,00;0,00;0,38;100,00;0,00;0,00;163,00;0,00;0,00;1222,00;3618,00;0,01;0,76;0,00;146,00;0,31;6,42;0,00;0,09;2,68;0,54;1788,00;0,04;0,17;1,04;1 medium;85,00;3 oz;16,00;2679,00;0,38;44,00;243,00;302,00;212,00;1,39;487,00;146,00;1,17;0,01;0,51;0,06;0,00
ROUGHY;ROUGHY,ORANGE,CKD,DRY HEAT;15232,00;0,00;0,07;0,00;0,00;0,00;80,00;0,00;0,00;105,00;0,00;0,00;0,04;0,10;0,06;0,96;0,00;24,00;0,06;3,67;0,00;0,05;66,97;0,30;0,13;0,03;0,01;3,54;3 oz;0,00;;11,00;0,08;0,05;18,00;102,00;181,00;69,00;0,02;80,00;24,00;0,03;0,07;0,00;0,10;0,04
CATFISH;CATFISH,CHANNEL,WILD,CKD,DRY HEAT;15233,00;0,00;0,05;0,00;0,00;0,00;72,00;0,00;0,00;105,00;0,00;0,00;0,03;2385,00;0,06;0,78;0,00;15,00;0,07;0,59;0,00;0,16;77,67;1099,00;0,44;0,52;0,14;5,96;1 fillet;85,00;3 oz;11,00;0,04;0,02;28,00;304,00;419,00;50,00;0,04;50,00;15,00;0,09;0,07;0,01;0,00;0,00
CATFISH;CATFISH,CHANNEL,FARMED,RAW;15234,00;0,00;0,04;0,00;0,00;0,00;47,00;65,00;0,00;135,00;0,00;0,00;0,02;2304,00;0,00;0,66;0,00;15,00;0,08;0,50;0,00;0,25;3,15;3586,00;1568,00;1768,00;0,33;6,63;1 fillet;85,00;3 oz;9,00;0,07;0,00;23,00;202,00;299,00;53,00;0,05;50,00;15,00;0,12;0,13;0,00;0,04;0,00
CATFISH;CATFISH,CHANNEL,FARMED,CKD,DRY HEAT;15235,00;0,00;0,05;0,00;0,00;0,00;64,00;0,00;0,00;152,00;0,00;0,00;0,00;2513,00;0,43;0,80;0,00;15,00;0,07;0,59;0,00;0,03;3,00;4155,00;1392,00;1789,00;0,33;5,96;1 fillet;85,00;3 oz;9,00;0,08;0,06;26,00;245,00;321,00;80,00;0,05;50,00;15,00;0,09;0,11;0,01;0,00;0,00
SALMON;SALMON,ATLANTIC,FARMED,RAW;15236,00;0,00;0,05;0,00;0,00;0,00;55,00;78,00;0,00;208,00;0,00;0,00;0,01;8672,00;1547,00;0,86;0,00;0,00;0,11;1,00;0,00;0,14;64,89;0,18;3886,00;0,13;0,57;8,25;,5 fillet;85,00;3 oz;9,00;0,05;0,02;27,00;240,00;363,00;59,00;0,03;50,00;0,00;0,14;0,44;0,13;0,16;0,00
SALMON;SALMON,ATLANTIC,FARMED,CKD,DRY HEAT;15237,00;0,00;0,05;0,00;0,00;0,00;63,00;0,00;0,00;206,00;0,00;0,00;0,02;8045,00;1475,00;0,92;0,00;0,00;0,09;1,71;0,00;0,02;64,75;4432,00;4426,00;2504,00;0,52;7,42;,5 fillet;85,00;3 oz;15,00;0,05;0,02;30,00;252,00;384,00;61,00;0,03;50,00;0,00;0,09;0,45;0,13;0,00;0,00
SALMON;SALMON,COHO,FARMED,RAW;15238,00;0,00;0,04;0,00;0,00;0,00;51,00;0,00;0,00;160,00;0,00;0,00;0,01;6813,00;0,05;0,89;0,00;56,00;0,01;0,50;0,00;0,01;2,95;0,15;1861,00;1816,00;0,34;6,63;1 fillet;85,00;3 oz;12,00;0,05;0,02;31,00;292,00;450,00;47,00;0,03;188,00;56,00;0,13;0,05;0,04;0,00;0,00
SALMON;SALMON,COHO,FARMED,CKD,DRY HEAT;15239,00;0,00;0,04;0,00;0,00;0,00;63,00;0,00;0,00;178,00;0,00;0,00;0,02;7393,00;1273,00;1,00;0,00;59,00;0,08;0,58;0,00;0,00;2,79;3618,00;1963,00;1944,00;0,35;5,96;1 fillet;85,00;3 oz;12,00;0,09;0,03;34,00;332,00;460,00;52,00;0,03;197,00;59,00;0,14;0,39;0,05;0,00;0,00
TROUT;TROUT,RAINBOW,FARMED,RAW;15240,00;0,00;0,07;0,00;0,00;0,00;59,00;65,00;0,00;138,00;0,00;0,00;0,02;8223,00;0,07;0,89;0,00;84,00;0,07;0,50;0,00;0,14;72,73;1539,00;1805,00;1554,00;0,21;3,29;1 fillet;85,00;3 oz;67,00;0,05;0,02;32,00;282,00;451,00;35,00;0,03;280,00;84,00;0,18;0,43;0,09;0,00;0,00
TROUT;TROUT,RAINBOW,FARMED,CKD,DRY HEAT;15241,00;0,00;0,05;0,00;0,00;0,00;68,00;0,00;0,00;169,00;0,00;0,00;0,00;0,39;0,06;1,02;0,00;86,00;0,01;0,63;0,00;0,16;2,83;2096,00;0,11;2105,00;0,29;2,96;1 fillet;85,00;3 oz;86,00;0,06;0,02;32,00;266,00;441,00;42,00;0,03;287,00;86,00;0,23;0,28;0,13;0,00;0,00
CRAYFISH;CRAYFISH,MXD SP,FARMED,RAW;15242,00;0,00;0,04;0,00;0,00;0,00;107,00;0,00;0,00;72,00;0,00;0,00;0,10;1867,00;0,04;0,64;0,00;15,00;0,03;1,17;0,00;0,05;3,50;0,12;0,22;0,11;0,07;3,54;3 oz;27,00;8 crayfish;25,00;0,16;0,04;30,00;218,00;261,00;62,00;0,04;50,00;15,00;0,08;0,08;0,00;0,00;0,00
CRAYFISH;CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT;15243,00;0,00;0,05;0,00;0,00;0,00;137,00;0,00;0,00;87,00;0,00;0,00;0,15;1667,00;0,36;0,74;0,00;15,00;0,01;1,42;0,00;0,05;3,34;0,17;0,29;0,15;0,04;3,54;3 oz;0,00;;51,00;0,04;0,05;33,00;241,00;238,00;97,00;0,08;50,00;15,00;0,13;0,09;0,00;0,00;0,00
OYSTER;OYSTER,EASTERN,WILD,CKD,DRY HEAT;15244,00;0,00;0,09;0,00;0,00;0,17;49,00;0,00;0,00;72,00;0,00;0,00;0,20;1675,00;0,16;0,35;0,00;0,00;0,01;2,96;0,00;0,09;3,46;0,02;0,56;0,04;0,05;3,54;3 oz;59,00;6 medium;45,00;3455,00;0,19;46,00;136,00;168,00;244,00;3,05;0,00;0,00;1,13;0,10;0,17;0,00;0,00
OYSTER;OYSTER,EASTERN,FARMED,RAW;15245,00;0,00;0,05;0,00;0,00;0,25;25,00;0,00;0,00;59,00;0,00;0,00;0,27;1267,00;0,11;0,22;0,00;8,00;0,07;2,63;0,00;0,07;3,58;0,11;0,41;0,31;0,08;3,54;3 oz;84,00;6 medium;44,00;0,51;0,26;33,00;93,00;124,00;178,00;37,92;25,00;8,00;0,67;0,00;0,17;0,00;0,00
OYSTER;OYSTER,EASTERN,FARMED,CKD,DRY HEAT;15246,00;0,00;0,09;0,00;0,00;0,31;38,00;0,00;0,00;79,00;0,00;0,00;0,30;1792,00;0,14;0,29;0,00;19,00;0,06;3,21;0,00;0,01;81,95;0,02;0,50;0,47;0,09;3,54;3 oz;59,00;6 medium;56,00;1434,00;0,35;33,00;115,00;152,00;163,00;1,89;63,00;19,00;1,00;0,08;0,25;0,00;0,00
SALMON;SALMON,COHO,WILD,CKD,DRY HEAT;15247,00;0,00;0,04;0,00;0,00;0,00;55,00;72,00;0,00;139,00;0,00;0,00;0,02;0,36;0,06;0,99;0,00;38,00;0,01;1,58;0,00;0,08;2,96;1581,00;1273,00;1054,00;0,17;7,42;,5 fillet;85,00;3 oz;45,00;0,07;0,04;33,00;322,00;434,00;58,00;0,04;125,00;38,00;0,21;0,39;0,04;0,06;0,00
CONCH;CONCH,BAKED OR BROILED;15250,00;0,00;0,04;0,00;0,00;0,05;65,00;81,00;0,00;130,00;0,00;0,00;0,00;0,04;0,00;1,09;0,00;7,00;0,01;1,67;0,00;0,00;2,88;0,23;0,19;0,03;0,04;5,29;1 cup, sliced;17,00;1 oz, cooked yield;98,00;0,30;0,07;238,00;217,00;163,00;153,00;0,09;23,00;7,00;0,23;0,00;0,00;0,27;0,00
USDA COMMODITY;USDA COMMODITY,SALMON NUGGETS,BREADED,FRZ,HTD;15251,00;0,00;0,06;0,00;0,00;0,61;26,00;0,00;0,00;212,00;0,00;0,00;0,08;4527,00;0,36;0,55;0,00;6,00;0,11;0,00;0,00;0,14;2,53;4625,00;3028,00;0,08;0,51;0,00;;0,00;;8,00;0,08;0,06;20,00;176,00;165,00;173,00;0,04;43,00;7,00;0,09;0,15;0,00;0,00;0,00
USDA COMMODITY;USDA COMMODITY,SALMON NUGGETS,CKD AS PURCHASED,UNHTD;15252,00;0,00;0,05;0,00;0,00;0,52;27,00;0,00;0,00;189,00;0,00;0,00;0,07;5948,00;0,04;0,53;0,00;6,00;0,01;0,00;0,00;0,14;2,71;0,19;2863,00;1497,00;0,45;0,00;;0,00;;9,00;0,07;0,07;20,00;173,00;161,00;167,00;0,03;42,00;7,00;0,10;0,02;0,00;0,00;0,00
SALMON;SALMON,PINK,CND,DRND SOL W/BONE;15260,00;0,00;0,12;0,00;0,00;0,00;82,00;88,00;0,00;136,00;0,00;0,00;0,04;7409,00;0,39;0,96;0,00;23,00;0,14;1,63;0,00;0,03;2,95;0,62;1345,00;0,59;0,22;0,00;;0,00;;277,00;0,11;0,01;34,00;365,00;311,00;399,00;0,05;75,00;23,00;0,23;0,07;0,00;0,06;0,00
FISH;FISH,TILAPIA,RAW;15261,00;0,00;0,06;0,00;0,00;0,00;50,00;42,00;0,00;96,00;0,00;0,00;0,04;3903,00;0,34;0,84;0,00;0,00;0,06;1,71;0,00;0,04;3,26;0,45;0,33;0,53;0,05;0,00;;0,00;;10,00;0,08;0,04;27,00;170,00;302,00;52,00;0,02;0,00;0,00;0,08;0,11;0,00;0,00;0,04
FISH;FISH,TILAPIA,CKD,DRY HEAT;15262,00;0,00;0,05;0,00;0,00;0,00;57,00;0,00;0,00;128,00;0,00;0,00;0,04;4745,00;0,46;1,09;0,00;0,00;0,07;2,25;0,00;0,09;3,00;0,66;0,00;0,07;0,13;0,00;;0,00;;14,00;0,08;0,05;34,00;204,00;380,00;56,00;0,03;0,00;0,00;0,10;0,09;0,00;0,05;0,01
BEANS;BEANS,ADZUKI,MATURE SEEDS,RAW;16001,00;0,00;0,14;0,00;0,00;2,59;0,00;0,00;1269999981,00;329,00;0,00;0,00;0,09;0,13;1471,00;0,85;0,00;0,00;0,02;0,13;0,00;0,32;0,57;0,00;0,00;0,13;0,04;8,21;1 cup;0,00;;66,00;1094,00;0,23;127,00;381,00;1254,00;5,00;0,21;17,00;1,00;0,00;0,24;0,00;0,00;0,00
BEANS;BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT;16002,00;0,00;0,06;0,00;0,00;24,77;0,00;0,00;7300000191,00;128,00;0,00;0,00;0,40;0,50;0,03;0,33;0,00;0,00;0,06;0,04;0,00;0,08;2,77;0,00;0,00;0,04;0,00;9,58;1 cup;0,00;;28,00;0,21;0,08;52,00;168,00;532,00;8,00;0,10;6,00;0,00;0,00;0,10;0,00;0,00;0,00
BEANS;BEANS,ADZUKI,MATURE SEEDS,CND,SWTND;16003,00;0,00;0,04;0,00;0,00;2,29;0,00;0,00;0,00;237,00;0,00;0,00;0,35;0,44;0,26;0,13;0,00;0,00;0,06;0,13;0,00;0,07;1,71;0,00;0,00;0,01;0,00;12,33;1 cup;0,00;;22,00;0,18;0,05;31,00;74,00;119,00;218,00;0,08;5,00;0,00;0,00;0,08;0,00;0,00;0,00
BEANS;BEANS,ADZUKI,YOKAN,MATURE SEEDS;16004,00;0,00;0,03;0,00;0,00;60,72;0,00;0,00;0,00;260,00;0,00;0,00;0,01;0,06;0,10;0,15;0,00;0,00;0,00;0,09;0,00;0,01;1,49;0,00;0,00;0,04;0,01;0,58;1 slice;0,00;;27,00;0,03;0,05;18,00;40,00;45,00;83,00;0,00;1,00;0,00;0,00;0,01;0,00;0,00;0,00
BEANS;BEANS,BAKED,HOME PREPARED;16005,00;0,00;0,12;0,00;0,00;0,92;5,00;0,00;0,21;155,00;0,00;0,00;0,18;0,28;0,11;0,25;0,00;0,00;0,05;0,21;0,00;0,09;2,72;2133,00;0,05;1948,00;0,22;10,54;1 cup;0,00;;61,00;0,11;0,11;43,00;109,00;358,00;422,00;0,05;0,00;0,00;0,00;0,01;0,04;0,00;0,00
BEANS;BEANS,BKD,CND,PLN OR VEGETARIAN;16006,00;0,00;0,09;65,00;0,00;0,88;0,00;32,00;4099999905,00;94,00;16,00;511,00;0,08;0,30;0,15;0,22;0,00;0,00;0,04;0,21;7960000038,00;0,10;3,00;0,10;0,08;0,07;0,03;10,58;1 cup;0,00;;34,00;0,10;0,05;27,00;74,00;224,00;343,00;0,10;108,00;5,00;0,00;0,08;0,00;0,01;0,01
BEANS;BEANS,BKD,CND,W/BF;16007,00;0,00;0,11;0,00;0,00;0,73;22,00;0,00;0,00;121,00;0,00;0,00;0,00;0,07;0,13;0,28;0,00;0,00;0,05;0,38;0,00;0,05;2,98;1385,00;0,14;1677,00;0,16;11,08;1 cup;0,00;;45,00;0,00;0,05;25,00;81,00;320,00;475,00;0,04;213,00;11,00;0,00;0,01;0,05;0,00;0,00
BEANS;BEANS,BKD,CND,W/FRANKS;16008,00;0,00;0,11;52,00;0,00;0,65;6,00;35,00;6900000095,00;142,00;13,00;409,00;0,03;0,63;0,10;0,30;0,00;0,00;0,06;0,25;653000021,00;0,06;2,90;0,14;0,58;2352,00;0,29;10,79;1 cup;0,00;;48,00;0,15;0,09;28,00;104,00;235,00;430,00;0,10;87,00;4,00;0,02;0,05;0,09;0,01;0,04
BEANS;BEANS,BKD,CND,W/PORK;16009,00;0,00;0,10;0,00;0,00;0,86;7,00;0,00;0,21;106,00;0,00;0,00;0,25;0,31;0,00;0,22;0,00;0,00;0,04;0,17;0,00;0,05;2,99;0,47;0,14;0,42;0,08;10,54;1 cup;0,00;;53,00;0,15;0,05;34,00;108,00;309,00;414,00;0,07;0,00;0,00;0,00;0,06;0,08;0,00;0,00
BEANS;BEANS,BKD,CND,W/PORK&SWT SAU;16010,00;0,00;0,08;5,00;0,00;0,88;7,00;24,00;4199999809,00;112,00;0,00;24,00;0,09;0,25;0,14;0,23;0,00;0,00;0,06;0,21;856000042,00;0,05;70,61;0,35;0,26;0,34;0,07;10,54;1 cup;0,00;;59,00;0,10;0,09;33,00;102,00;258,00;334,00;0,07;8,00;0,00;0,00;0,06;0,09;0,00;0,01
BEANS;BEANS,BKD,CND,W/PORK&TOMATO SAU;16011,00;0,00;0,09;50,00;0,00;0,80;7,00;39,00;0,17;94,00;14,00;322,00;0,21;0,34;0,27;0,22;0,00;0,00;0,05;0,17;5670000076,00;0,05;3,05;0,19;0,11;0,20;0,06;10,28;1 cup;0,00;;56,00;0,15;0,14;34,00;116,00;295,00;437,00;0,24;84,00;4,00;0,00;0,06;0,13;0,00;0,00
BEANS;BEANS,BLACK,MATURE SEEDS,RAW;16014,00;0,00;0,13;0,00;0,00;2,61;0,00;66,00;1519999981,00;341,00;0,00;0,00;0,05;1955,00;0,62;0,88;0,00;0,00;0,13;0,13;2119999886,00;0,01;0,46;0,09;0,04;0,25;0,07;8,08;1 cup;12,00;1 tbsp;123,00;0,58;0,21;171,00;352,00;1483,00;5,00;0,17;0,00;0,00;0,00;0,20;0,00;0,01;0,21
BEANS;BEANS,BLACK,MATURE SEEDS,CKD,BLD,WO/SALT;16015,00;0,00;0,05;0,00;0,00;1,01;0,00;0,00;8699999809,00;132,00;0,00;0,00;0,31;0,35;0,17;0,39;0,00;0,00;0,06;0,04;0,00;0,17;65,74;0,05;0,16;0,10;0,04;7,17;1 cup;0,00;;27,00;0,15;0,08;70,00;140,00;355,00;1,00;0,05;6,00;0,00;0,00;0,07;0,00;0,00;0,00
BEANS;BEANS,BLACK TURTLE SOUP,MATURE SEEDS,RAW;16016,00;0,00;0,13;0,00;0,00;2,64;0,00;0,00;2489999962,00;339,00;0,00;0,00;0,04;1955,00;0,62;0,89;0,00;0,00;0,13;0,13;0,10;0,01;0,46;0,08;0,27;0,16;0,01;7,67;1 cup;0,00;;160,00;0,04;0,34;160,00;440,00;1500,00;9,00;0,08;0,00;0,00;0,00;0,20;0,00;0,02;0,25
BEANS;BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,WO/SALT;16017,00;0,00;0,07;0,00;0,00;1,02;0,00;33,00;5300000191,00;130,00;0,00;0,00;0,23;0,37;0,02;0,35;0,00;0,00;0,06;0,04;0,32;0,16;65,74;0,00;0,10;0,09;0,02;7,71;1 cup;0,00;;55,00;0,19;0,14;49,00;152,00;433,00;3,00;0,05;0,00;0,00;0,00;0,08;0,00;0,06;0,13
BEANS;BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CND;16018,00;0,00;0,08;0,00;0,00;0,71;0,00;0,00;6900000095,00;91,00;0,00;0,00;0,16;0,04;0,13;0,25;0,00;0,00;0,01;0,04;0,00;0,01;75,64;0,03;0,09;0,08;0,02;10,00;1 cup;0,00;;35,00;0,13;0,05;35,00;108,00;308,00;384,00;0,04;4,00;0,00;0,00;0,06;0,09;0,00;0,00
BEANS;BEANS,CRANBERRY (ROMAN),MATURE SEEDS,RAW;16019,00;0,00;0,15;0,00;0,00;2,50;0,00;0,00;2470000076,00;335,00;0,00;0,00;0,06;1455,00;0,52;0,96;0,00;0,00;0,15;0,50;0,00;0,52;0,53;0,07;0,37;0,22;0,06;8,13;1 cup;0,00;;127,00;0,55;0,21;156,00;372,00;1332,00;6,00;0,17;2,00;0,00;0,00;0,21;0,00;0,00;0,00
BEANS;BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,WO/SALT;16020,00;0,00;0,05;0,00;0,00;1,03;0,00;0,00;0,42;136,00;0,00;0,00;0,03;0,36;0,02;0,40;0,00;0,00;0,07;0,04;0,00;0,01;64,65;0,00;0,14;0,08;0,03;7,38;1 cup;0,00;;50,00;0,16;0,09;50,00;135,00;387,00;1,00;0,05;0,00;0,00;0,00;0,08;0,00;0,00;0,00
BEANS;BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CND;16021,00;0,00;0,05;0,00;0,00;0,63;0,00;0,00;6300000191,00;83,00;0,00;0,00;0,00;0,35;0,10;0,25;0,00;0,00;0,04;0,13;0,00;0,04;3,25;0,02;0,01;0,07;0,02;10,83;1 cup;0,00;;34,00;0,10;0,08;32,00;86,00;260,00;332,00;0,06;0,00;0,00;0,00;0,06;0,01;0,00;0,00
BEANS;BEANS,FRENCH,MATURE SEEDS,RAW;16022,00;0,00;0,17;0,00;0,00;2,67;0,00;0,00;2520000076,00;343,00;0,00;0,00;0,04;2083,00;0,55;0,81;0,00;0,00;0,15;0,51;0,00;0,37;0,47;0,10;1207,00;0,15;0,08;7,67;1 cup;0,00;;186,00;0,03;0,13;188,00;304,00;1316,00;18,00;0,05;8,00;0,00;0,00;0,28;0,17;0,00;0,00
BEANS;BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT;16023,00;0,00;0,08;0,00;0,00;1,00;0,00;0,00;9399999619,00;129,00;0,00;0,00;0,27;0,38;0,15;0,30;0,00;0,00;0,06;0,04;0,00;0,01;2,79;0,05;0,31;0,08;0,05;7,38;1 cup;0,00;;63,00;0,08;0,05;56,00;102,00;370,00;6,00;0,04;3,00;0,00;0,00;0,07;0,04;0,00;0,00
BEANS;BEANS,GREAT NORTHERN,MATURE SEEDS,RAW;16024,00;0,00;0,19;0,00;0,00;2,61;0,00;0,00;2020000076,00;339,00;0,00;0,00;1423,00;1955,00;1098,00;0,93;0,00;0,00;0,16;0,51;225999999,00;0,45;0,42;0,05;0,33;0,25;0,05;7,63;1 cup;0,00;;175,00;0,58;0,24;189,00;447,00;1387,00;14,00;0,10;0,00;0,00;0,00;0,31;0,21;0,02;0,25
BEANS;BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT;16025,00;0,00;0,05;0,00;0,00;0,88;0,00;0,00;0,29;118,00;0,00;0,00;0,36;0,47;0,18;0,36;0,00;0,00;0,06;0,17;0,00;0,11;2,88;0,02;0,13;0,01;0,03;7,38;1 cup;0,00;;68,00;0,17;0,09;50,00;165,00;391,00;2,00;0,06;1,00;0,00;0,00;0,08;0,04;0,00;0,00
BEANS;BEANS,GREAT NORTHERN,MATURE SEEDS,CND;16026,00;0,00;0,06;0,00;0,00;0,88;0,00;0,00;4900000095,00;114,00;0,00;0,00;0,28;0,32;0,19;0,32;0,00;0,00;0,00;0,17;0,00;0,10;69,89;0,02;0,11;0,01;0,03;10,92;1 cup;0,00;;53,00;0,01;0,08;51,00;136,00;351,00;4,00;0,05;0,00;0,00;0,00;0,07;0,04;0,00;0,00
BEANS;BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW;16027,00;0,00;0,18;0,00;0,00;2,50;0,00;0,00;2489999962,00;333,00;0,00;0,00;1021,00;0,09;0,05;1,00;0,00;0,00;0,15;0,13;2230000019,00;0,37;0,51;0,06;0,32;0,01;0,06;7,67;1 cup;0,00;;143,00;0,67;0,33;140,00;407,00;1406,00;24,00;0,14;0,00;0,00;0,00;0,28;0,17;0,02;0,79
BEANS;BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT;16028,00;0,00;0,05;0,00;0,00;0,92;0,00;30,00;6400000095,00;127,00;0,00;0,00;0,03;0,40;0,02;0,38;0,00;0,00;0,06;0,04;0,32;0,01;66,94;0,04;0,19;0,07;0,00;7,38;1 cup;11,00;1 tbsp;35,00;0,15;0,10;42,00;138,00;405,00;1,00;0,04;0,00;0,00;0,00;0,01;0,04;0,00;0,34
BEANS;BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CND;16029,00;0,00;0,09;0,00;0,00;0,59;0,00;35,00;5300000191,00;84,00;0,00;0,00;0,12;0,29;0,10;0,22;0,00;0,00;0,05;0,01;1850000024,00;0,08;3,25;0,27;0,18;0,10;0,00;10,67;1 cup;0,00;;34,00;0,09;0,05;27,00;90,00;237,00;296,00;0,03;0,00;0,00;0,00;0,07;0,04;0,00;0,17
BEANS;BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW;16030,00;0,00;0,18;0,00;0,00;2,46;0,00;0,00;2489999962,00;330,00;0,00;0,00;0,04;0,09;0,05;1,03;0,00;0,00;0,15;0,13;0,00;0,37;0,51;0,02;0,10;0,04;0,02;7,67;1 cup;0,00;;195,00;0,04;0,40;160,00;405,00;1490,00;11,00;0,12;8,00;0,00;0,00;0,28;0,17;0,00;0,00
BEANS;BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,WO/SALT;16031,00;0,00;0,07;0,00;0,00;0,95;0,00;0,00;9300000191,00;124,00;0,00;0,00;0,22;0,04;0,15;0,38;0,00;0,00;0,06;0,04;0,00;0,09;66,93;0,01;0,05;0,01;0,01;7,38;1 cup;0,00;;66,00;0,20;0,15;48,00;137,00;419,00;4,00;0,06;3,00;0,00;0,00;0,07;0,04;0,00;0,00
BEANS;BEANS,KIDNEY,RED,MATURE SEEDS,RAW;16032,00;0,00;0,15;0,00;0,00;2,56;0,00;66,00;1519999981,00;337,00;0,00;0,00;1111,00;0,09;0,05;0,95;0,00;0,00;0,15;0,13;2099999905,00;0,42;0,51;0,08;0,41;0,11;0,05;7,67;1 cup;12,00;1 tbsp;83,00;0,49;0,30;138,00;406,00;1359,00;12,00;0,14;0,00;0,00;0,00;0,28;0,17;0,01;0,21
BEANS;BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,WO/SALT;16033,00;0,00;0,05;0,00;0,00;0,92;0,00;30,00;7400000095,00;127,00;0,00;0,00;0,33;0,40;0,02;0,38;0,00;0,00;0,06;0,04;0,32;0,01;66,94;0,04;0,19;0,07;0,00;7,38;1 cup;11,00;1 tbsp;28,00;0,17;0,15;45,00;142,00;403,00;2,00;0,05;0,00;0,00;0,00;0,01;0,04;0,00;0,34
BEANS;BEANS,KIDNEY,RED,MATURE SEEDS,CND;16034,00;0,00;0,07;0,00;0,00;0,66;0,00;30,00;5400000095,00;84,00;0,00;0,00;0,11;0,31;0,09;0,23;0,00;0,00;0,09;0,00;1860000014,00;0,07;3,23;0,12;0,10;0,09;0,03;10,67;1 cup;16,00;1 tbsp;25,00;0,01;0,06;28,00;91,00;256,00;258,00;0,09;0,00;0,00;0,00;0,01;0,04;0,00;0,17
BEANS;BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW;16035,00;0,00;0,17;0,00;0,00;2,44;0,00;0,00;2489999962,00;329,00;0,00;0,00;1109,00;2106,00;0,54;1,06;0,00;0,00;0,02;0,13;0,00;0,03;0,46;0,04;0,17;0,07;0,03;7,67;1 cup;0,00;;131,00;0,04;0,34;138,00;406,00;1346,00;13,00;0,13;8,00;0,00;0,00;0,28;0,17;0,00;0,00
